Pickup_Point_ID,Regional,Province,Suburb,Waybill,Customer_ID,Order_Date,total_weight,total_courier_charge,total_Sales_amount,number_of_customers,number_of_orders
pup4554,Central,KwaZulu-Natal,Durban Central,PAR4091119760,CUS1624,2022-03-29 00:00:00.000,3.00,84.39,99.00,1,1
pup4601,Central,North West,Rustenburg,PAR4068766295,CUS1054,2022-03-25 00:00:00.000,1.00,53.30,57.00,1,1
pup4604,Central,Northern Cape,De Aar,PAR4091145943,CUS1173,2022-03-22 00:00:00.000,3.00,84.39,124.00,1,1
pup4608,Regional,Northern Cape,Galeshewe,PAR4091195099,CUS1738,2022-03-10 00:00:00.000,1.00,42.16,57.00,1,1
pup4625,Central,KwaZulu-Natal,Greytown,PAR4091193812,CUS1991,2022-03-10 00:00:00.000,3.00,53.30,78.00,1,1
pup4641,Central,Western Cape,Gardens,PAR4091171558,CUS1577,2022-03-25 00:00:00.000,1.00,53.30,67.00,1,1
pup4653,Regional,Kwazulu-Natal,Umhlanga Ridge,PAR4068710045,CUS1068,2022-03-23 00:00:00.000,3.00,84.39,119.00,1,1
pup4653,Regional,Kwazulu-Natal,Umhlanga Ridge,PAR4091123339,CUS2177,2022-03-11 00:00:00.000,2.00,0.00,60.00,1,1
pup4654,Township,KwaZulu-Natal,Westville,PAR4068728967,CUS1466,2022-03-18 00:00:00.000,2.00,84.39,104.00,1,1
pup467,Central,Gauteng,Lyndhurst,PAR4091121262,CUS1353,2022-03-10 00:00:00.000,3.00,84.39,121.00,1,1
pup4711,Regional,Kwazulu-Natal,Mount Edgecombe,PAR4068723613,CUS1247,2022-03-24 00:00:00.000,1.00,53.30,61.00,1,1
pup4752,Central,Mpumalanga,Nelspruit,PAR4068755993,CUS2011,2022-03-31 00:00:00.000,2.00,84.39,110.00,1,1
pup4754,Regional,Limpopo,Arborpark,PAR4091131211,CUS1439,2022-03-29 00:00:00.000,3.00,42.16,44.00,1,1
pup476,Regional,Mpumalanga,Lydenburg,PAR4091119872,CUS2156,2022-03-10 00:00:00.000,4.00,0.00,60.00,1,1
pup4778,Central,Western Cape,Mossel Bay,PAR4091183898,CUS1218,2022-03-09 00:00:00.000,2.00,0.00,60.00,1,1
pup4786,Central,Eastern Cape,Uitenhage,PAR4068782983,CUS2022,2022-03-19 00:00:00.000,3.00,84.39,122.00,1,1
pup4787,Township,Gauteng,Schoemansville,PAR4091106733,CUS2007,2022-03-22 00:00:00.000,3.00,42.16,57.00,1,1
pup4787,Township,Gauteng,Schoemansville,PAR4091109020,CUS1342,2022-03-15 00:00:00.000,2.00,84.39,92.00,1,1
pup4811,Central,KwaZulu-Natal,Amanzimtoti,PAR4091151863,CUS1197,2022-03-09 00:00:00.000,3.00,84.39,92.00,1,1
pup489,Central,Western Cape,Edgemead,PAR4091188338,CUS1869,2022-03-10 00:00:00.000,4.00,73.83,75.00,1,1
pup490,Regional,Western Cape,Robertson,PAR4068762606,CUS1706,2022-03-22 00:00:00.000,4.00,42.16,62.00,1,1
pup490,Regional,Western Cape,Robertson,PAR4068781789,CUS1087,2022-03-31 00:00:00.000,4.00,42.16,61.00,1,1
pup492,Regional,Western Cape,Ceres,PAR4091171130,CUS1469,2022-03-29 00:00:00.000,8.00,53.30,54.00,1,1
pup492,Regional,Western Cape,Ceres,PAR4091190446,CUS1332,2022-03-11 00:00:00.000,0.00,0.00,60.00,1,1
pup493,Central,Western Cape,Worcester,PAR4068794432,CUS1314,2022-03-30 00:00:00.000,2.00,53.30,68.00,1,1
pup494,Township,Western Cape,Somerset West,PAR4068723526,CUS1217,2022-03-29 00:00:00.000,2.00,53.30,66.00,1,1
pup494,Township,Western Cape,Somerset West,PAR4091151962,CUS1689,2022-03-28 00:00:00.000,5.00,0.00,60.00,1,1
pup496,Central,Western Cape,Helderberg,PAR4091161872,CUS1140,2022-03-09 00:00:00.000,2.00,42.16,49.00,1,1
pup496,Central,Western Cape,Helderberg,PAR4091166188,CUS2168,2022-03-11 00:00:00.000,2.00,84.39,117.00,1,1
pup500,Regional,Western Cape,Hermanus,PAR4068781323,CUS1378,2022-03-22 00:00:00.000,5.00,73.83,107.00,1,1
pup503,Regional,Western Cape,Malmesbury,PAR4091137037,CUS1506,2022-03-22 00:00:00.000,3.00,84.39,121.00,1,1
pup503,Regional,Western Cape,Malmesbury,PAR4091148817,CUS1196,2022-03-09 00:00:00.000,2.00,217.58,262.00,1,1
pup504,Central,Western Cape,Piketberg,PAR4091178894RRB1,CUS1355,2022-03-14 00:00:00.000,2.00,0.00,60.00,1,1
pup505,Central,Western Cape,Langebaan,PAR4091167572,CUS1163,2022-03-29 00:00:00.000,2.00,53.30,56.00,1,1
pup505,Central,Western Cape,Langebaan,PAR4091190371,CUS1496,2022-03-10 00:00:00.000,12.00,94.94,127.00,1,1
pup507,Regional,Western Cape,Weskus Mall,PAR4068724329,CUS1511,2022-03-24 00:00:00.000,3.00,217.58,313.00,1,1
pup508,Township,Western Cape,Pinelands,PAR4068707033,CUS1488,2022-03-28 00:00:00.000,2.00,53.30,74.00,1,1
pup511,Regional,Western Cape,Milnerton,PAR4068721931,CUS1432,2022-03-23 00:00:00.000,3.00,0.00,60.00,1,1
pup513,Township,Western Cape,Table View,PAR4091123671,CUS1972,2022-03-16 00:00:00.000,5.00,84.39,85.00,1,1
pup514,Central,Western Cape,Parklands,PAR4091171831,CUS1305,2022-03-22 00:00:00.000,2.00,53.30,74.00,1,1
pup516,Township,Western Cape,Century City,PAR4091110715,CUS1966,2022-03-29 00:00:00.000,1.00,84.39,123.00,1,1
pup517,Central,Western Cape,N1 City,PAR4068744017,CUS1940,2022-03-23 00:00:00.000,2.00,84.39,85.00,1,1
pup517,Central,Western Cape,N1 City,PAR4068767260,CUS1343,2022-03-16 00:00:00.000,3.00,84.39,100.00,1,1
pup517,Central,Western Cape,N1 City,PAR4091118122,CUS1693,2022-03-09 00:00:00.000,1.00,217.58,246.00,1,1
pup519,Regional,Western Cape,Bellville,PAR4091178116,CUS2031,2022-03-10 00:00:00.000,1.00,0.00,60.00,1,1
pup52,Central,Western Cape,Fish Hoek,PAR4091125894,CUS1056,2022-03-22 00:00:00.000,2.00,53.30,68.00,1,1
pup521,Central,Western Cape,Durbanville,PAR4091187033,CUS1049,2022-03-11 00:00:00.000,3.00,0.00,60.00,1,1
pup521,Central,Western Cape,Durbanville,PAR4091192621,CUS1027,2022-03-24 00:00:00.000,1.00,53.30,69.00,1,1
pup524,Central,Western Cape,Durbanville,PAR4068760400,CUS1648,2022-03-29 00:00:00.000,3.00,84.39,104.00,1,1
pup525,Township,Western Cape,Brackenfell,PAR4091102596,CUS1598,2022-03-17 00:00:00.000,3.00,73.83,87.00,1,1
pup525,Township,Western Cape,Brackenfell,PAR4091110110,CUS1255,2022-03-16 00:00:00.000,2.00,0.00,60.00,1,1
pup525,Township,Western Cape,Brackenfell,PAR4091130304,CUS2023,2022-03-17 00:00:00.000,2.00,53.30,58.00,1,1
pup526,Central,Western Cape,Kuils river,PAR4068797491,CUS2135,2022-03-18 00:00:00.000,2.00,53.30,59.00,1,1
pup527,Central,Western Cape,Kuilsriver,PAR4068749504,CUS1021,2022-03-29 00:00:00.000,2.00,53.30,67.00,1,1
pup527,Central,Western Cape,Kuilsriver,PAR4091194690,CUS1428,2022-03-22 00:00:00.000,3.00,84.39,112.00,1,1
pup528,Central,Western Cape,Stellenbosch,PAR4068746086,CUS1104,2022-03-18 00:00:00.000,2.00,0.00,60.00,1,1
pup533,Regional,Western Cape,Franschhoek,PAR4068747964,CUS1271,2022-03-22 00:00:00.000,3.00,84.39,88.00,1,1
pup535,Township,Western Cape,Claremont,PAR4091126221,CUS1590,2022-03-10 00:00:00.000,3.00,53.30,69.00,1,1
pup535,Township,Western Cape,Claremont,PAR4091196356,CUS1776,2022-03-10 00:00:00.000,3.00,84.39,85.00,1,1
pup536,Regional,Western Cape,Kenilworth,PAR4091155415,CUS1570,2022-03-31 00:00:00.000,3.00,84.39,92.00,1,1
pup536,Regional,Western Cape,Kenilworth,PAR4091183631,CUS1566,2022-03-11 00:00:00.000,2.00,53.30,60.00,1,1
pup537,Township,Western Cape,Gugulethu,PAR4068701603,CUS1540,2022-03-30 00:00:00.000,6.00,73.83,82.00,1,1
pup540,Regional,Western Cape,Westgate Mall,PAR4068767241,CUS1662,2022-03-18 00:00:00.000,3.00,53.30,69.00,1,1
pup541,Regional,Western Cape,Mitchells Plain,PAR4068789500,CUS1732,2022-03-30 00:00:00.000,1.00,0.00,60.00,1,1
pup541,Regional,Western Cape,Mitchells Plain,PAR4091103543,CUS1776,2022-03-11 00:00:00.000,2.00,217.58,271.00,1,1
pup543,Regional,Western Cape,Plumstead,PAR4068712910,CUS1202,2022-03-25 00:00:00.000,7.00,84.39,117.00,1,1
pup543,Regional,Western Cape,Plumstead,PAR4068753824,CUS1381,2022-03-26 00:00:00.000,3.00,73.83,96.00,1,1
pup543,Regional,Western Cape,Plumstead,PAR4068774361,CUS1422,2022-03-17 00:00:00.000,3.00,0.00,60.00,1,1
pup543,Regional,Western Cape,Plumstead,PAR4091132242,CUS1073,2022-03-10 00:00:00.000,2.00,84.39,94.00,1,1
pup545,Central,Western Cape,Constantia,PAR4068748942,CUS1486,2022-03-29 00:00:00.000,1.00,53.30,70.00,1,1
pup546,Regional,Western Cape,Dreyersdal Est,PAR4091158646,CUS1123,2022-03-14 00:00:00.000,4.00,73.83,94.00,1,1
pup548,Central,Western Cape,Sanddrift,PAR4091154618,CUS1958,2022-03-28 00:00:00.000,2.00,84.39,86.00,1,1
pup549,Regional,Western Cape,Fish Hoek,PAR4091184604,CUS1572,2022-03-28 00:00:00.000,3.00,84.39,125.00,1,1
pup551,Regional,Western Cape,Gardens,PAR4068749274,CUS1921,2022-03-18 00:00:00.000,2.00,53.30,79.00,1,1
pup551,Regional,Western Cape,Gardens,PAR4091105123,CUS1843,2022-03-09 00:00:00.000,3.00,42.16,52.00,1,1
pup551,Regional,Western Cape,Gardens,PAR4091195353,CUS1560,2022-03-24 00:00:00.000,3.00,84.39,113.00,1,1
pup554,Township,Western Cape,Cape Town,PAR4091129961,CUS1525,2022-03-24 00:00:00.000,1.00,84.39,96.00,1,1
pup556,Regional,Western Cape,V & A Waterfront,PAR4068733923,CUS1554,2022-03-18 00:00:00.000,2.00,73.83,97.00,1,1
pup563,Central,Mpumalanga,Ermelo,PAR4091176461,CUS1017,2022-03-17 00:00:00.000,2.00,53.30,78.00,1,1
pup565,Regional,Mpumalanga,Standerton,PAR4068774475,CUS2165,2022-03-19 00:00:00.000,3.00,84.39,116.00,1,1
pup565,Regional,Mpumalanga,Standerton,PAR4091194248,CUS1989,2022-03-17 00:00:00.000,2.00,53.30,59.00,1,1
pup566,Township,Free State,Sasolburg,PAR4091120072,CUS1296,2022-03-11 00:00:00.000,1.00,84.39,97.00,1,1
pup566,Township,Free State,Sasolburg,PAR4091162957,CUS1585,2022-03-11 00:00:00.000,2.00,84.39,117.00,1,1
pup568,Regional,Mpumalanga,Nelspruit,PAR4091184151,CUS1134,2022-03-28 00:00:00.000,2.00,53.30,56.00,1,1
pup569,Central,North West,Brits,PAR4091117306,CUS1047,2022-03-15 00:00:00.000,2.00,53.30,72.00,1,1
pup571,Township,Limpopo,Burgersfort,PAR4091102496,CUS2128,2022-03-11 00:00:00.000,4.00,0.00,60.00,1,1
pup573,Regional,North West,Vryburg,PAR4091169226,CUS1673,2022-03-10 00:00:00.000,2.00,53.30,76.00,1,1
pup577,Regional,Western Cape,Plattekloof,PAR4068723027,CUS1753,2022-03-22 00:00:00.000,3.00,217.58,280.00,1,1
pup578,Regional,Western Cape,Brackenfell,PAR4068772983,CUS1857,2022-03-18 00:00:00.000,3.00,53.30,73.00,1,1
pup578,Regional,Western Cape,Brackenfell,PAR4091155152,CUS1398,2022-03-09 00:00:00.000,3.00,42.16,45.00,1,1
pup579,Regional,Western Cape,Welgemoed,PAR4068721042,CUS1999,2022-03-31 00:00:00.000,3.00,73.83,84.00,1,1
pup579,Regional,Western Cape,Welgemoed,PAR4068781042,CUS2138,2022-03-31 00:00:00.000,2.00,84.39,120.00,1,1
pup580,Central,Western Cape,Meadowridge,PAR4091170250,CUS1931,2022-03-18 00:00:00.000,2.00,84.39,117.00,1,1
pup580,Central,Western Cape,Meadowridge,PAR4091190853,CUS1289,2022-03-22 00:00:00.000,1.00,0.00,60.00,1,1
pup602,Regional,KwaZulu-Natal,Berea,PAR4068714073,CUS2095,2022-03-25 00:00:00.000,2.00,217.58,250.00,1,1
pup603,Regional,KwaZulu-Natal,Westville,PAR4068735828,CUS1826,2022-03-30 00:00:00.000,3.00,84.39,87.00,1,1
pup603,Regional,KwaZulu-Natal,Westville,PAR4091185000,CUS1698,2022-03-09 00:00:00.000,2.00,42.16,57.00,1,1
pup606,Regional,KwaZulu-Natal,Pinetown,PAR4091103167,CUS1924,2022-03-12 00:00:00.000,5.00,73.83,106.00,1,1
pup606,Regional,KwaZulu-Natal,Pinetown,PAR4091177644,CUS1100,2022-03-14 00:00:00.000,5.00,53.30,57.00,1,1
pup607,Central,KwaZulu-Natal,La Lucia,PAR4091176322,CUS1382,2022-03-17 00:00:00.000,2.00,53.30,70.00,1,1
pup608,Township,KwaZulu-Natal,Ladysmith,PAR4068723777,CUS2067,2022-03-10 00:00:00.000,2.00,0.00,60.00,1,1
pup608,Township,KwaZulu-Natal,Ladysmith,PAR4068734136,CUS1563,2022-03-19 00:00:00.000,4.00,73.83,100.00,1,1
pup610,Regional,KwaZulu-Natal,Empangeni,PAR4068783764,CUS1936,2022-03-23 00:00:00.000,4.00,84.39,102.00,1,1
pup610,Regional,KwaZulu-Natal,Empangeni,PAR4091126535,CUS1754,2022-03-19 00:00:00.000,3.00,42.16,58.00,1,1
pup610,Regional,KwaZulu-Natal,Empangeni,PAR4091187180,CUS2033,2022-03-10 00:00:00.000,5.00,53.30,57.00,1,1
pup611,Regional,KwaZulu-Natal,Bluff,PAR4068722719,CUS1534,2022-03-24 00:00:00.000,1.00,84.39,104.00,1,1
pup611,Regional,KwaZulu-Natal,Bluff,PAR4068723050,CUS1085,2022-03-14 00:00:00.000,2.00,53.30,65.00,1,1
pup611,Regional,KwaZulu-Natal,Bluff,PAR4091137928,CUS1238,2022-03-15 00:00:00.000,2.00,84.39,111.00,1,1
pup612,Regional,Kwazulu-Natal,Richards Bay,PAR4068749406,CUS1636,2022-03-25 00:00:00.000,3.00,217.58,273.00,1,1
pup612,Regional,Kwazulu-Natal,Richards Bay,PAR4091162885,CUS1951,2022-03-19 00:00:00.000,3.00,0.00,60.00,1,1
pup613,Township,KwaZulu-Natal,PIETERMARITZBURG,PAR4068773800,CUS1357,2022-03-19 00:00:00.000,1.00,217.58,289.00,1,1
pup613,Township,KwaZulu-Natal,PIETERMARITZBURG,PAR4091101373,CUS2122,2022-03-11 00:00:00.000,2.00,84.39,93.00,1,1
pup613,Township,KwaZulu-Natal,PIETERMARITZBURG,PAR4091107451,CUS1883,2022-03-31 00:00:00.000,2.00,84.39,98.00,1,1
pup613,Township,KwaZulu-Natal,PIETERMARITZBURG,PAR4091178867,CUS1603,2022-03-15 00:00:00.000,2.00,84.39,100.00,1,1
pup614,Regional,KwaZulu-Natal,Port Shepstone,PAR4068760352,CUS1776,2022-03-28 00:00:00.000,4.00,42.16,60.00,1,1
pup614,Regional,KwaZulu-Natal,Port Shepstone,PAR4068793543,CUS1735,2022-03-22 00:00:00.000,3.00,217.58,254.00,1,1
pup614,Regional,KwaZulu-Natal,Port Shepstone,PAR4091184564,CUS1547,2022-03-16 00:00:00.000,2.00,42.16,61.00,1,1
pup616,Regional,KwaZulu-Natal,Kokstad,PAR4091140854,CUS1235,2022-03-09 00:00:00.000,1.00,84.39,86.00,1,1
pup618,Township,KwaZulu-Natal,Margate,PAR4068703223,CUS1094,2022-03-30 00:00:00.000,4.00,0.00,60.00,1,1
pup618,Township,KwaZulu-Natal,Margate,PAR4091104307,CUS1757,2022-03-15 00:00:00.000,3.00,53.30,70.00,1,1
pup624,Central,Gauteng,Midrand,PAR4068752781,CUS1320,2022-03-16 00:00:00.000,4.00,217.58,251.00,1,1
pup624,Central,Gauteng,Midrand,PAR4091197360RRB1,CUS1406,2022-03-29 00:00:00.000,2.00,0.00,60.00,1,1
pup625,Township,Gauteng,Menlyn,PAR4068762515,CUS1691,2022-03-30 00:00:00.000,2.00,217.58,238.00,1,1
pup626,Central,Gauteng,Edenvale,PAR4068766386,CUS2191,2022-03-16 00:00:00.000,0.00,0.00,60.00,1,1
pup627,Township,Gauteng,Erasmuskloof,PAR4091188886,CUS1574,2022-03-15 00:00:00.000,2.00,53.30,71.00,1,1
pup628,Central,Gauteng,Killarney,PAR4068744401,CUS1776,2022-03-31 00:00:00.000,2.00,84.39,105.00,1,1
pup628,Central,Gauteng,Killarney,PAR4068777290,CUS1060,2022-03-09 00:00:00.000,3.00,42.16,50.00,1,1
pup632,Township,North West,Rustenburg,PAR4091150959,CUS1557,2022-03-29 00:00:00.000,4.00,73.83,108.00,1,1
pup635,Regional,Gauteng,Three Rivers,PAR4068724729,CUS1586,2022-03-29 00:00:00.000,2.00,53.30,69.00,1,1
pup635,Regional,Gauteng,Three Rivers,PAR4091140479,CUS1849,2022-03-28 00:00:00.000,4.00,42.16,48.00,1,1
pup641,Regional,Gauteng,Bedford Gardens,PAR4091150370,CUS2192,2022-03-29 00:00:00.000,3.00,84.39,125.00,1,1
pup646,Regional,Limpopo,Mokopane,PAR4091155611,CUS1447,2022-03-29 00:00:00.000,1.00,73.83,82.00,1,1
pup646,Regional,Limpopo,Mokopane,PAR4091194384,CUS1758,2022-03-31 00:00:00.000,1.00,84.39,105.00,1,1
pup648,Central,Gauteng,Southgate,PAR4068736945,CUS2019,2022-03-26 00:00:00.000,4.00,84.39,89.00,1,1
pup648,Central,Gauteng,Southgate,PAR4091136806,CUS1573,2022-03-14 00:00:00.000,1.00,84.39,104.00,1,1
pup650,Regional,Limpopo,Phalaborwa,PAR4091157383,CUS1136,2022-03-22 00:00:00.000,10.00,53.30,59.00,1,1
pup650,Regional,Limpopo,Phalaborwa,PAR4091196696,CUS1458,2022-03-23 00:00:00.000,4.00,73.83,95.00,1,1
pup651,Regional,Gauteng,Kempton Park,PAR4068768668,CUS1850,2022-03-30 00:00:00.000,1.00,0.00,60.00,1,1
pup657,Regional,Gauteng,Fourways,PAR2081685294,CUS1132,2022-03-23 00:00:00.000,2.00,73.83,81.00,1,1
pup657,Regional,Gauteng,Fourways,PAR4091126042,CUS1390,2022-03-09 00:00:00.000,4.00,42.16,51.00,1,1
pup660,Township,Gauteng,Montana Park,01PAR4091187033,nan,2022-03-11 00:00:00.000,0.00,0.00,60.00,1,1
pup660,Township,Gauteng,Montana Park,PAR4068710656,CUS1923,2022-03-28 00:00:00.000,2.00,84.39,105.00,1,1
pup661,Central,Gauteng,Mabopane,PAR4068744003,CUS2126,2022-03-22 00:00:00.000,7.00,0.00,60.00,1,1
pup661,Central,Gauteng,Mabopane,PAR4091165920,CUS1209,2022-03-16 00:00:00.000,2.00,53.30,73.00,1,1
pup662,Regional,Gauteng,Benoni,PAR4091156176,CUS2080,2022-03-16 00:00:00.000,2.00,53.30,55.00,1,1
pup665,Township,Gauteng,Sandton,PAR4068733980,CUS1720,2022-03-28 00:00:00.000,2.00,84.39,90.00,1,1
pup665,Township,Gauteng,Sandton,PAR4068781994,CUS1036,2022-03-22 00:00:00.000,3.00,73.83,103.00,1,1
pup667,Township,Gauteng,Nieuw Muckleneuk,PAR4068785007,CUS1151,2022-03-15 00:00:00.000,2.00,53.30,70.00,1,1
pup667,Township,Gauteng,Nieuw Muckleneuk,PAR4091165863,CUS2061,2022-03-24 00:00:00.000,4.00,73.83,83.00,1,1
pup668,Regional,North West,Zeerust,PAR4068716937,CUS2134,2022-03-22 00:00:00.000,2.00,84.39,95.00,1,1
pup669,Regional,Gauteng,Braamfontein,PAR4091124326,CUS1177,2022-03-22 00:00:00.000,3.00,84.39,122.00,1,1
pup670,Regional,North West,Cashan,PAR4091191388,CUS1876,2022-03-15 00:00:00.000,6.00,73.83,84.00,1,1
pup672,Central,Gauteng,Vanderbijlpark,PAR4091185811,CUS1405,2022-03-10 00:00:00.000,3.00,84.39,121.00,1,1
pup672,Central,Gauteng,Vanderbijlpark,PAR4091195016,CUS1115,2022-03-09 00:00:00.000,4.00,42.16,63.00,1,1
pup673,Central,Eastern Cape,Newton Park,PAR4068716939,CUS1001,2022-03-28 00:00:00.000,2.00,0.00,60.00,1,1
pup673,Central,Eastern Cape,Newton Park,PAR4091147098,CUS1528,2022-03-16 00:00:00.000,4.00,84.39,104.00,1,1
pup673,Central,Eastern Cape,Newton Park,PAR4091162122,CUS1612,2022-03-15 00:00:00.000,2.00,73.83,95.00,1,1
pup675,Regional,Eastern Cape,Queenstown,PAR4068754491,CUS1171,2022-03-14 00:00:00.000,2.00,0.00,60.00,1,1
pup675,Regional,Eastern Cape,Queenstown,PAR4068767282,CUS2066,2022-03-31 00:00:00.000,2.00,53.30,69.00,1,1
pup677,Central,Western Cape,George,PAR4068788003,CUS2099,2022-03-18 00:00:00.000,1.00,0.00,60.00,1,1
pup677,Central,Western Cape,George,PAR4091143597,CUS1596,2022-03-10 00:00:00.000,1.00,53.30,69.00,1,1
pup681,Central,Eastern Cape,Vincent Park,PAR4068717433,CUS1642,2022-03-24 00:00:00.000,6.00,73.83,97.00,1,1
pup681,Central,Eastern Cape,Vincent Park,PAR4068718785,CUS1766,2022-03-29 00:00:00.000,2.00,84.39,95.00,1,1
pup681,Central,Eastern Cape,Vincent Park,PAR4091107653,CUS1854,2022-03-12 00:00:00.000,3.00,84.39,110.00,1,1
pup681,Central,Eastern Cape,Vincent Park,PAR4091161147,CUS1019,2022-03-15 00:00:00.000,1.00,53.30,60.00,1,1
pup681,Central,Eastern Cape,Vincent Park,PAR4091175530,CUS1684,2022-03-09 00:00:00.000,12.00,94.94,140.00,1,1
pup681,Central,Eastern Cape,Vincent Park,PAR4091191999,CUS1102,2022-03-23 00:00:00.000,2.00,73.83,88.00,1,1
pup682,Central,Eastern Cape,Kabega Park,PAR4091149719,CUS1360,2022-03-10 00:00:00.000,3.00,73.83,96.00,1,1
pup686,Regional,Eastern Cape,Beacon Bay,PAR4068707310,CUS1674,2022-03-10 00:00:00.000,3.00,53.30,77.00,1,1
pup686,Regional,Eastern Cape,Beacon Bay,PAR4068760912,CUS1413,2022-03-18 00:00:00.000,4.00,84.39,89.00,1,1
pup689,Regional,Gauteng,Kempton Park,PAR4091156233,CUS1263,2022-03-28 00:00:00.000,4.00,73.83,100.00,1,1
pup694,Township,Gauteng,Centurion,PAR4068749475,CUS1276,2022-03-22 00:00:00.000,2.00,53.30,64.00,1,1
pup699,Regional,North West,Mafikeng,PAR4068764291,CUS2000,2022-03-19 00:00:00.000,1.00,42.16,59.00,1,1
pup701,Regional,Northern Cape,Kimberley,PAR4091171316,CUS1485,2022-03-09 00:00:00.000,2.00,73.83,75.00,1,1
pup702,Central,Free State,Welkom,PAR4091169292,CUS1345,2022-03-15 00:00:00.000,3.00,84.39,95.00,1,1
pup706,Township,Free State,Fauna,PAR4068748728,CUS1981,2022-03-31 00:00:00.000,2.00,84.39,126.00,1,1
pup707,Township,Free State,Parys,PAR4068708470,CUS1499,2022-03-28 00:00:00.000,4.00,73.83,102.00,1,1
pup707,Township,Free State,Parys,PAR4091171819,CUS1282,2022-03-14 00:00:00.000,1.00,53.30,76.00,1,1
pup708,Township,Northern Cape,Kuruman,PAR4091117626,CUS1383,2022-03-25 00:00:00.000,5.00,217.58,319.00,1,1
pup711,Township,Gauteng,Douglasdale,PAR4091136792,CUS1053,2022-03-17 00:00:00.000,2.00,42.16,60.00,1,1
pup713,Regional,Gauteng,Fourways,PAR4091154830,CUS1521,2022-03-09 00:00:00.000,3.00,0.00,60.00,1,1
pup714,Township,Gauteng,Bromhof,PAR4068702156,CUS1943,2022-03-16 00:00:00.000,2.00,53.30,59.00,1,1
pup714,Township,Gauteng,Bromhof,PAR4091146870,CUS1658,2022-03-29 00:00:00.000,3.00,0.00,0.00,1,1
pup715,Central,Gauteng,Monumentpark,PAR4068762811,CUS1671,2022-03-28 00:00:00.000,3.00,73.83,83.00,1,1
pup715,Central,Gauteng,Monumentpark,PAR4068762946,CUS1039,2022-03-23 00:00:00.000,2.00,53.30,75.00,1,1
pup715,Central,Gauteng,Monumentpark,PAR4091180085,CUS1912,2022-03-29 00:00:00.000,4.00,84.39,105.00,1,1
pup718,Central,Gauteng,Centurion,PAR4091126096,CUS1292,2022-03-15 00:00:00.000,3.00,53.30,65.00,1,1
pup720,Township,Gauteng,Auckland Park,PAR4068704350,CUS1457,2022-03-25 00:00:00.000,2.00,53.30,56.00,1,1
pup722,Central,Gauteng,Willow Glen,PAR4068762012,CUS1776,2022-03-17 00:00:00.000,3.00,73.83,82.00,1,1
pup722,Central,Gauteng,Willow Glen,PAR4091182978,CUS1329,2022-03-14 00:00:00.000,4.00,0.00,60.00,1,1
pup723,Township,Mpumalanga,Witbank,PAR4068794922,CUS2001,2022-03-03 00:00:00.000,19.00,90.25,108.00,1,1
pup724,Central,Gauteng,Willow Acres Estate,PAR4091134323,CUS1872,2022-03-16 00:00:00.000,1.00,73.83,93.00,1,1
pup727,Regional,Gauteng,KWAXUMA,PAR4068700886,CUS2068,2022-03-09 00:00:00.000,2.00,0.00,60.00,1,1
pup728,Central,Gauteng,Irene,PAR4091194630,CUS1461,2022-03-18 00:00:00.000,2.00,84.39,103.00,1,1
pup729,Central,Gauteng,Sunninghill,PAR4091171871,CUS1117,2022-03-24 00:00:00.000,2.00,53.30,58.00,1,1
pup731,Regional,Gauteng,Edenvale,PAR4068715516,CUS1214,2022-03-22 00:00:00.000,3.00,42.16,56.00,1,1
pup731,Regional,Gauteng,Edenvale,PAR4068719330,CUS1851,2022-03-23 00:00:00.000,1.00,0.00,60.00,1,1
pup731,Regional,Gauteng,Edenvale,PAR4091102471,CUS1828,2022-03-24 00:00:00.000,2.00,84.39,115.00,1,1
pup732,Regional,Eastern Cape,Umtata,PAR4091128857,CUS1301,2022-03-11 00:00:00.000,1.00,53.30,80.00,1,1
pup734,Township,KwaZulu-Natal,Umlazi,PAR4091126741,CUS1776,2022-03-16 00:00:00.000,2.00,84.39,92.00,1,1
pup735,Central,Gauteng,Klipspruit,PAR4068771045,CUS2094,2022-03-28 00:00:00.000,2.00,217.58,314.00,1,1
pup735,Central,Gauteng,Klipspruit,PAR4091104399,CUS1548,2022-03-09 00:00:00.000,2.00,42.16,43.00,1,1
pup736,Central,North West,Mafikeng,PAR4091136890,CUS1220,2022-03-17 00:00:00.000,2.00,84.39,114.00,1,1
pup737,Regional,Northern Cape,Kathu,PAR4068725318,CUS1569,2022-03-18 00:00:00.000,2.00,0.00,60.00,1,1
pup737,Regional,Northern Cape,Kathu,PAR4091107651,CUS1491,2022-03-18 00:00:00.000,3.00,84.39,112.00,1,1
pup738,Regional,Northern Cape,Kimberley,PAR4068779457,CUS1175,2022-03-22 00:00:00.000,3.00,73.83,80.00,1,1
pup738,Regional,Northern Cape,Kimberley,PAR4091124932,CUS1216,2022-03-10 00:00:00.000,1.00,0.00,60.00,1,1
pup739,Township,North West,Schoemansville,PAR4068707207,CUS1720,2022-03-18 00:00:00.000,1.00,84.39,96.00,1,1
pup741,Central,Gauteng,Gezina,PAR4091149277,CUS1153,2022-03-11 00:00:00.000,2.00,0.00,60.00,1,1
pup744,Township,Gauteng,Alberton,PAR4091147667,CUS1363,2022-03-18 00:00:00.000,3.00,73.83,109.00,1,1
pup745,Regional,Gauteng,Bryanston,PAR4091123742,CUS1072,2022-03-28 00:00:00.000,3.00,84.39,126.00,1,1
